,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes,Direction,Dataset
267,peptidyl-threonine modification (GO:0018210),1/89,0.1965170653943892,1.0,0,0,4.586104104563174,7.4616189160880575,TAF1,up,GO BP
268,SRP-dependent cotranslational protein targeting to membrane (GO:0006614),1/89,0.1965170653943892,1.0,0,0,4.586104104563174,7.4616189160880575,RPL7,up,GO BP
269,cell-matrix adhesion (GO:0007160),1/90,0.19849439487603893,1.0,0,0,4.5351473922902485,7.333308012035746,ADAM15,up,GO BP
270,regulation of Ras protein signal transduction (GO:0046578),1/90,0.19849439487603893,1.0,0,0,4.5351473922902485,7.333308012035746,ARHGDIA,up,GO BP
271,lipid transport (GO:0006869),1/91,0.20046695733149195,1.0,0,0,4.485310607759588,7.208368904040989,ABCA7,up,GO BP
272,regulation of cellular macromolecule biosynthetic process (GO:2000112),3/631,0.20072269772702955,1.0,0,0,1.9405543516931336,3.1162022124209248,ZNF672;MLF1;TAF1,up,GO BP
273,nuclear export (GO:0051168),1/92,0.20243476399124585,1.0,0,0,4.436557231588288,7.08667966933301,THOC3,up,GO BP
274,ubiquitin-dependent protein catabolic process (GO:0006511),2/341,0.20339566214404872,1.0,0,0,2.393919444610689,3.8125611881513435,UBAP1;TAF1,up,GO BP
275,cotranslational protein targeting to membrane (GO:0006613),1/93,0.20439782611070498,1.0,0,0,4.388852315119597,6.96812401218066,RPL7,up,GO BP
276,respiratory electron transport chain (GO:0022904),1/94,0.20635615488224895,1.0,0,0,4.3421623968736425,6.852590950224973,COX15,up,GO BP
277,transcription elongation from RNA polymerase II promoter (GO:0006368),1/95,0.20830976144800376,1.0,0,0,4.296455424274973,6.739974519290273,TAF1,up,GO BP
278,protein localization to nucleus (GO:0034504),1/96,0.21025865699508986,1.0,0,0,4.2517006802721085,6.630173495783064,ABCA7,up,GO BP
279,positive regulation of protein metabolic process (GO:0051247),1/96,0.21025865699508986,1.0,0,0,4.2517006802721085,6.630173495783064,SCAP,up,GO BP
280,negative regulation of cell motility (GO:2000146),1/97,0.21220285264448208,1.0,0,0,4.207868714496108,6.5230911411936345,ADAM15,up,GO BP
281,protein localization to organelle (GO:0033365),1/97,0.21220285264448208,1.0,0,0,4.207868714496108,6.5230911411936345,ABCA7,up,GO BP
282,protein targeting to ER (GO:0045047),1/97,0.21220285264448208,1.0,0,0,4.207868714496108,6.5230911411936345,RPL7,up,GO BP
283,cellular response to organonitrogen compound (GO:0071417),1/97,0.21220285264448208,1.0,0,0,4.207868714496108,6.5230911411936345,TAF1,up,GO BP
284,positive regulation of neuron projection development (GO:0010976),1/97,0.21220285264448208,1.0,0,0,4.207868714496108,6.5230911411936345,ARHGDIA,up,GO BP
285,response to UV (GO:0009411),1/98,0.21414235950352406,1.0,0,0,4.164931278633904,6.418634959615513,TAF1,up,GO BP
286,"transcription, DNA-templated (GO:0006351)",2/356,0.2168645278895235,1.0,0,0,2.293052052281587,3.5048897405072297,MLF1;TAF1,up,GO BP
287,post-translational protein modification (GO:0043687),2/357,0.21776573038621624,1.0,0,0,2.2866289372892017,3.4855894935782583,KBTBD6;KLHL41,up,GO BP
288,regulation of lipid metabolic process (GO:0019216),1/100,0.21800735103248006,1.0,0,0,4.081632653061225,6.217251005833013,CPT2,up,GO BP
289,mRNA-containing ribonucleoprotein complex export from nucleus (GO:0071427),1/100,0.21800735103248006,1.0,0,0,4.081632653061225,6.217251005833013,THOC3,up,GO BP
290,metal ion transport (GO:0030001),1/101,0.21993285781620825,1.0,0,0,4.04122044857547,6.120157490219282,SCN9A,up,GO BP
291,negative regulation of cell proliferation (GO:0008285),2/363,0.2231804512559396,1.0,0,0,2.2488334176645868,3.37274332105346,CTBP2;DIS3L2,up,GO BP
292,monovalent inorganic cation transport (GO:0015672),1/104,0.2256815539658193,1.0,0,0,3.9246467817896393,5.842348220594505,SCN9A,up,GO BP
293,mRNA transport (GO:0051028),1/104,0.2256815539658193,1.0,0,0,3.9246467817896393,5.842348220594505,THOC3,up,GO BP
294,cellular macromolecule biosynthetic process (GO:0034645),2/367,0.2267969049375615,1.0,0,0,2.22432297169549,3.300228780251212,MLF1;RPL7,up,GO BP
295,mRNA export from nucleus (GO:0006406),1/105,0.22758854778675144,1.0,0,0,3.887269193391643,5.7539976492801825,THOC3,up,GO BP
296,"DNA-templated transcription, termination (GO:0006353)",1/106,0.2294909406653387,1.0,0,0,3.8505968425105888,5.667661626822366,THOC3,up,GO BP
297,positive regulation of cellular component organization (GO:0051130),1/106,0.2294909406653387,1.0,0,0,3.8505968425105888,5.667661626822366,PTPRD,up,GO BP
298,"DNA-templated transcription, elongation (GO:0006354)",1/108,0.2332819671059828,1.0,0,0,3.779289493575208,5.500783816386177,TAF1,up,GO BP
299,viral gene expression (GO:0019080),1/110,0.2370547198597219,1.0,0,0,3.710575139146568,5.3412403673948,RPL7,up,GO BP
300,regulation of protein binding (GO:0043393),1/111,0.2389342705931525,1.0,0,0,3.677146534289392,5.264080835866244,TAF1,up,GO BP
301,"nuclear-transcribed mRNA catabolic process, nonsense-mediated decay (GO:0000184)",1/112,0.24080928525036116,1.0,0,0,3.6443148688046647,5.188593317350888,RPL7,up,GO BP
302,viral transcription (GO:0019083),1/113,0.2426797745527419,1.0,0,0,3.6120642947444463,5.114728209854892,RPL7,up,GO BP
303,negative regulation of cell growth (GO:0030308),1/115,0.2464072197465133,1.0,0,0,3.5492457852706303,4.971676120080727,ADAM15,up,GO BP
304,positive regulation of protein serine/threonine kinase activity (GO:0071902),1/118,0.2519647137871081,1.0,0,0,3.4590107229332414,4.768129456691159,CKS1B,up,GO BP
305,RNA export from nucleus (GO:0006405),1/119,0.2538082745383733,1.0,0,0,3.4299434059338014,4.703056496790394,THOC3,up,GO BP
306,protein modification by small protein conjugation (GO:0032446),2/398,0.2549554239750257,1.0,0,0,2.051071684955389,2.8031310779314444,KBTBD6;KLHL41,up,GO BP
307,enzyme linked receptor protein signaling pathway (GO:0007167),1/120,0.2556473842905439,1.0,0,0,3.4013605442176877,4.639306765687263,PTPRD,up,GO BP
308,negative regulation of growth (GO:0045926),1/120,0.2556473842905439,1.0,0,0,3.4013605442176877,4.639306765687263,ADAM15,up,GO BP
309,negative regulation of cell migration (GO:0030336),1/121,0.257482053509444,1.0,0,0,3.37325012649688,4.576843502837304,ADAM15,up,GO BP
310,negative regulation of macromolecule metabolic process (GO:0010605),1/124,0.26295952305137155,1.0,0,0,3.2916392363396967,4.3968241059794595,TAF1,up,GO BP
311,dephosphorylation (GO:0016311),1/124,0.26295952305137155,1.0,0,0,3.2916392363396967,4.3968241059794595,PTPRD,up,GO BP
312,protein dephosphorylation (GO:0006470),1/125,0.26477653500882337,1.0,0,0,3.26530612244898,4.339164319545324,PTPRD,up,GO BP
313,protein lipidation (GO:0006497),1/127,0.2683974045277928,1.0,0,0,3.2138839787883664,4.227178351586288,ZDHHC6,up,GO BP
314,regulation of cell proliferation (GO:0042127),3/740,0.2717972095396405,1.0,0,0,1.6547159404302263,2.1555968735447357,CTBP2;KLHL41;DIS3L2,up,GO BP
315,generation of neurons (GO:0048699),1/130,0.2737959781604629,1.0,0,0,3.1397174254317117,4.067102214141391,PTPRD,up,GO BP
316,regulation of intracellular signal transduction (GO:1902531),2/422,0.2768350054637457,1.0,0,0,1.9344230583228557,2.484444527341046,ARHGDIA;TAF1,up,GO BP
317,protein targeting (GO:0006605),1/133,0.2791555222256205,1.0,0,0,3.0688967316249807,3.9158699559113153,ZDHHC6,up,GO BP
318,cellular response to organic cyclic compound (GO:0071407),1/135,0.2827070050205103,1.0,0,0,3.0234315948601664,3.8196348770958566,TAF1,up,GO BP
319,muscle contraction (GO:0006936),1/137,0.28624134560631603,1.0,0,0,2.9792939073439597,3.7268582102203514,KLHL41,up,GO BP
320,regulation of signal transduction by p53 class mediator (GO:1901796),1/138,0.2880021129069961,1.0,0,0,2.9577048210588583,3.6817138787059385,TAF1,up,GO BP
321,regulation of primary metabolic process (GO:0080090),1/139,0.2897586249714423,1.0,0,0,2.936426369108795,3.6373719872656314,CPT2,up,GO BP
322,neuron differentiation (GO:0030182),1/139,0.2897586249714423,1.0,0,0,2.936426369108795,3.6373719872656314,PTPRD,up,GO BP
323,negative regulation of sequence-specific DNA binding transcription factor activity (GO:0043433),1/140,0.2915108919386749,1.0,0,0,2.915451895043732,3.5938131450390602,TAF1,up,GO BP
324,regulation of small GTPase mediated signal transduction (GO:0051056),1/140,0.2915108919386749,1.0,0,0,2.915451895043732,3.5938131450390602,ARHGDIA,up,GO BP
325,modification-dependent protein catabolic process (GO:0019941),1/141,0.29325892381433954,1.0,0,0,2.894774931249096,3.551018558900339,TAF1,up,GO BP
326,cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742),1/142,0.2950027306318848,1.0,0,0,2.8743891922966367,3.5089700095024057,PTPRD,up,GO BP
327,negative regulation of nucleic acid-templated transcription (GO:1903507),2/444,0.2968792849897903,1.0,0,0,1.838573267144696,2.2328179272799704,CTBP2;ZC3H8,up,GO BP
328,peptidyl-serine phosphorylation (GO:0018105),1/145,0.3002089005513339,1.0,0,0,2.8149190710767065,3.3871265629378464,TAF1,up,GO BP
329,negative regulation of intracellular signal transduction (GO:1902532),1/161,0.3273454602523001,1.0,0,0,2.535175560907593,2.8311299591027383,OTUD3,up,GO BP
330,regulation of protein kinase B signaling (GO:0051896),1/163,0.33066419041532485,1.0,0,0,2.5040691123075,2.7711329637078905,OTUD3,up,GO BP
331,glycerophospholipid biosynthetic process (GO:0046474),1/164,0.3323175352602721,1.0,0,0,2.488800398208064,2.7418226372523447,AGPAT5,up,GO BP
332,cellular protein metabolic process (GO:0044267),2/484,0.33312023240930105,1.0,0,0,1.68662506324844,1.854025629754363,GGA1;RPL7,up,GO BP
333,regulation of mitotic cell cycle (GO:0007346),1/165,0.33396687924295043,1.0,0,0,2.473716759431045,2.7129584535949727,CKS1B,up,GO BP
334,peptidyl-serine modification (GO:0018209),1/170,0.34215391769017306,1.0,0,0,2.4009603841536613,2.575017026258781,TAF1,up,GO BP
335,peptide biosynthetic process (GO:0043043),1/174,0.34863249456533457,1.0,0,0,2.345765892563922,2.4718201636577093,RPL7,up,GO BP
336,positive regulation of nucleic acid-templated transcription (GO:1903508),2/502,0.34928322914714266,1.0,0,0,1.6261484673550697,1.7105002700543863,MED13;CKS1B,up,GO BP
337,protein autophosphorylation (GO:0046777),1/175,0.35024234803788656,1.0,0,0,2.332361516034985,2.4469503000523978,TAF1,up,GO BP
338,negative regulation of cellular macromolecule biosynthetic process (GO:2000113),2/512,0.3582115001591163,1.0,0,0,1.5943877551020411,1.6368489866986475,CTBP2;ZC3H8,up,GO BP
339,phosphate-containing compound metabolic process (GO:0006796),1/183,0.3629816298960361,1.0,0,0,2.2304003568640574,2.2602945295970533,PTPRD,up,GO BP
340,positive regulation of ERK1 and ERK2 cascade (GO:0070374),1/201,0.39075708304605,1.0,0,0,2.030663011473246,1.908151453035896,ABCA7,up,GO BP
341,regulation of cell growth (GO:0001558),1/201,0.39075708304605,1.0,0,0,2.030663011473246,1.908151453035896,ADAM15,up,GO BP
342,positive regulation of multicellular organismal process (GO:0051240),1/202,0.3922648788623522,1.0,0,0,2.020610224287735,1.8909233299621584,ABCA7,up,GO BP
343,positive regulation of signal transduction (GO:0009967),1/206,0.39825959238173575,1.0,0,0,1.9813750743015648,1.8241554272835507,CTBP2,up,GO BP
344,positive regulation of sequence-specific DNA binding transcription factor activity (GO:0051091),1/215,0.411536700451846,1.0,0,0,1.8984337921215,1.6855378753463046,TAF1,up,GO BP
345,regulation of cell cycle (GO:0051726),1/215,0.411536700451846,1.0,0,0,1.8984337921215,1.6855378753463046,CKS1B,up,GO BP
346,endosomal transport (GO:0016197),1/229,0.4316215589800439,1.0,0,0,1.7823723375813207,1.4975601025721104,UBAP1,up,GO BP
347,extracellular matrix organization (GO:0030198),1/229,0.4316215589800439,1.0,0,0,1.7823723375813207,1.4975601025721104,ADAM15,up,GO BP
348,translation (GO:0006412),1/232,0.4358372673709556,1.0,0,0,1.7593244194229416,1.4610949072472752,RPL7,up,GO BP
349,regulation of ERK1 and ERK2 cascade (GO:0070372),1/247,0.456460624171487,1.0,0,0,1.6524828554903743,1.2959643701390278,ABCA7,up,GO BP
350,protein deubiquitination (GO:0016579),1/257,0.4697973134041093,1.0,0,0,1.5881839116969745,1.199799770298722,OTUD3,up,GO BP
351,regulation of gene expression (GO:0010468),3/1037,0.4703810034731523,1.0,0,0,1.1808001889280304,0.8905739873491749,ZNF672;MLF1;TAF1,up,GO BP
352,protein modification by small protein removal (GO:0070646),1/261,0.4750417597272074,1.0,0,0,1.5638439283759484,1.1640512371516747,OTUD3,up,GO BP
353,cellular response to oxygen-containing compound (GO:1901701),1/274,0.4917376802124648,1.0,0,0,1.4896469536719796,1.0573661179435772,TAF1,up,GO BP
354,regulation of transcription from RNA polymerase II promoter (GO:0006357),4/1478,0.4944496249304196,1.0,0,0,1.1046367126011434,0.7780066872780013,MED13;CTBP2;ZC3H8;TAF1,up,GO BP
355,mRNA processing (GO:0006397),1/283,0.5029905183138399,1.0,0,0,1.4422730222831182,0.9911068858884582,THOC3,up,GO BP
356,DNA repair (GO:0006281),1/288,0.5091362579400526,1.0,0,0,1.4172335600907031,0.9566887768253304,UBE2NL,up,GO BP
357,positive regulation of MAPK cascade (GO:0043410),1/289,0.510356441841124,1.0,0,0,1.4123296377374481,0.9499977287108174,ABCA7,up,GO BP
358,proteasome-mediated ubiquitin-dependent protein catabolic process (GO:0043161),1/291,0.5127879026587183,1.0,0,0,1.402622904832036,0.9368019698619438,TAF1,up,GO BP
359,regulation of cell migration (GO:0030334),1/316,0.5422011037023227,1.0,0,0,1.291655902867476,0.7906462236110033,ADAM15,up,GO BP
360,protein transport (GO:0015031),1/326,0.5534729385978511,1.0,0,0,1.2520345561537498,0.7406315505831976,GGA1,up,GO BP
361,cellular protein localization (GO:0034613),1/327,0.5545850544289485,1.0,0,0,1.2482057043000687,0.7358610678932513,GGA1,up,GO BP
362,cellular response to DNA damage stimulus (GO:0006974),1/329,0.5568011522469258,1.0,0,0,1.2406178276781838,0.7264401718938999,TAF1,up,GO BP
363,positive regulation of gene expression (GO:0010628),2/771,0.5683987794389564,1.0,0,0,1.0587892744646497,0.5981439742971982,MED13;CKS1B,up,GO BP
364,intracellular protein transport (GO:0006886),1/347,0.576266079691405,1.0,0,0,1.1762630124095748,0.6483394472043721,GGA1,up,GO BP
365,"negative regulation of transcription, DNA-templated (GO:0045892)",2/813,0.5976997418300833,1.0,0,0,1.004091673569797,0.5167726034500412,CTBP2;ZC3H8,up,GO BP
366,organelle assembly (GO:0070925),1/376,0.6058784056171705,1.0,0,0,1.0855405992184108,0.543938302043677,KLHL41,up,GO BP
367,transmembrane transport (GO:0055085),1/378,0.607844190073138,1.0,0,0,1.0797969981643452,0.5375625701164798,ABCA7,up,GO BP
368,phosphorylation (GO:0016310),1/386,0.6156117285417131,1.0,0,0,1.0574177857671567,0.512994422107322,TAF1,up,GO BP
369,negative regulation of programmed cell death (GO:0043069),1/408,0.6362036156415435,1.0,0,0,1.0004001600640255,0.45241758353284,ARHGDIA,up,GO BP
370,protein phosphorylation (GO:0006468),1/470,0.6885948155529351,1.0,0,0,0.8684324793747287,0.32401411817075204,TAF1,up,GO BP
371,negative regulation of apoptotic process (GO:0043066),1/485,0.700114766090204,1.0,0,0,0.8415737428992216,0.3000303015526076,ARHGDIA,up,GO BP
372,negative regulation of transcription from RNA polymerase II promoter (GO:0000122),1/565,0.7548504432290065,1.0,0,0,0.7224128589488893,0.20316824113680354,TAF1,up,GO BP
373,regulation of apoptotic process (GO:0042981),1/815,0.8701098235613699,1.0,0,0,0.5008138224615,0.06968115253374718,ARHGDIA,up,GO BP
0,regulation of hydrogen peroxide metabolic process (GO:0010310),1/6,0.0032958256764104637,1.0,0,0,303.030303030303,1731.8480478097515,NOXA1,down,GO BP
1,regulation of respiratory burst (GO:0060263),1/10,0.005487567669022947,1.0,0,0,181.8181818181818,946.4127580312836,NOXA1,down,GO BP
2,spliceosomal tri-snRNP complex assembly (GO:0000244),1/12,0.0065817961978748354,1.0,0,0,151.5151515151515,761.1284231055006,PRPF19,down,GO BP
3,signal transduction involved in DNA damage checkpoint (GO:0072422),1/13,0.007128500182420091,1.0,0,0,139.86013986013987,691.4201985706308,PRPF19,down,GO BP
4,regulation of insulin-like growth factor receptor signaling pathway (GO:0043567),1/17,0.009312583434128836,1.0,0,0,106.951871657754,500.1485279087759,IGFBP2,down,GO BP
5,positive regulation of activated T cell proliferation (GO:0042104),1/19,0.010402987018789436,1.0,0,0,95.6937799043062,436.90548332320844,IGFBP2,down,GO BP
6,regulation of sprouting angiogenesis (GO:1903670),1/19,0.010402987018789436,1.0,0,0,95.6937799043062,436.90548332320844,EPN1,down,GO BP
7,innate immune response in mucosa (GO:0002227),1/19,0.010402987018789436,1.0,0,0,95.6937799043062,436.90548332320844,HIST2H2BE,down,GO BP
8,negative regulation of sprouting angiogenesis (GO:1903671),1/22,0.012036547438812549,1.0,0,0,82.64462809917354,365.27335849570125,EPN1,down,GO BP
9,regulation of AMPA receptor activity (GO:2000311),1/24,0.013124225781325726,1.0,0,0,75.75757575757575,328.27995911619576,CNIH2,down,GO BP
10,mucosal immune response (GO:0002385),1/24,0.013124225781325726,1.0,0,0,75.75757575757575,328.27995911619576,HIST2H2BE,down,GO BP
11,signal transduction in response to DNA damage (GO:0042770),1/25,0.013667656724254872,1.0,0,0,72.72727272727272,312.19804075139365,PRPF19,down,GO BP
12,synaptic vesicle endocytosis (GO:0048488),1/29,0.015838661771675533,1.0,0,0,62.69592476489028,259.8935034655946,SYT5,down,GO BP
13,regulation of activated T cell proliferation (GO:0046006),1/29,0.015838661771675533,1.0,0,0,62.69592476489028,259.8935034655946,IGFBP2,down,GO BP
14,synaptic vesicle recycling (GO:0036465),1/29,0.015838661771675533,1.0,0,0,62.69592476489028,259.8935034655946,SYT5,down,GO BP
15,superoxide metabolic process (GO:0006801),1/29,0.015838661771675533,1.0,0,0,62.69592476489028,259.8935034655946,NOXA1,down,GO BP
16,regulation of glutamate receptor signaling pathway (GO:1900449),1/32,0.017464064240814415,1.0,0,0,56.81818181818181,229.97783984491127,CNIH2,down,GO BP
17,regulation of neurotransmitter receptor activity (GO:0099601),1/33,0.01800532259639319,1.0,0,0,55.09641873278236,221.32715509624904,CNIH2,down,GO BP
18,antibacterial humoral response (GO:0019731),1/35,0.01908702632439229,1.0,0,0,51.94805194805194,205.64916492239948,HIST2H2BE,down,GO BP
19,regulation of cyclin-dependent protein kinase activity (GO:1904029),1/35,0.01908702632439229,1.0,0,0,51.94805194805194,205.64916492239948,CDK5R2,down,GO BP
20,vesicle-mediated transport in synapse (GO:0099003),1/36,0.01962747193991364,1.0,0,0,50.5050505050505,198.52651841030726,SYT5,down,GO BP
21,protein K63-linked ubiquitination (GO:0070534),1/37,0.020167646885642116,1.0,0,0,49.14004914004914,191.82681070737445,PRPF19,down,GO BP
22,spliceosomal snRNP assembly (GO:0000387),1/37,0.020167646885642116,1.0,0,0,49.14004914004914,191.82681070737445,PRPF19,down,GO BP
23,regulation of regulated secretory pathway (GO:1903305),1/37,0.020167646885642116,1.0,0,0,49.14004914004914,191.82681070737445,SYT5,down,GO BP
24,DNA damage checkpoint (GO:0000077),1/38,0.020707551273270317,1.0,0,0,47.84688995215311,185.5146817905487,PRPF19,down,GO BP
25,clathrin-dependent endocytosis (GO:0072583),1/39,0.021247185233602552,1.0,0,0,46.620046620046615,179.55854787787558,SYT5,down,GO BP
26,negative regulation of epidermal growth factor receptor signaling pathway (GO:0042059),1/40,0.02178654888216798,1.0,0,0,45.45454545454545,173.93011469901603,EPN1,down,GO BP
27,spliceosomal complex assembly (GO:0000245),1/41,0.022325642342211446,1.0,0,0,44.345898004434595,168.603963649933,PRPF19,down,GO BP
28,negative regulation of ERBB signaling pathway (GO:1901185),1/43,0.02340301917551725,1.0,0,0,42.283298097251574,158.76914335503946,EPN1,down,GO BP
29,non-recombinational repair (GO:0000726),1/49,0.02662867767591582,1.0,0,0,37.10575139146568,134.53679168157845,PRPF19,down,GO BP
30,antimicrobial humoral immune response mediated by antimicrobial peptide (GO:0061844),1/49,0.02662867767591582,1.0,0,0,37.10575139146568,134.53679168157845,HIST2H2BE,down,GO BP
31,regulation of reactive oxygen species metabolic process (GO:2000377),1/49,0.02662867767591582,1.0,0,0,37.10575139146568,134.53679168157845,NOXA1,down,GO BP
32,double-strand break repair via nonhomologous end joining (GO:0006303),1/50,0.0271653448579924,1.0,0,0,36.36363636363636,131.12048014986075,PRPF19,down,GO BP
33,regulation of calcium ion-dependent exocytosis (GO:0017158),1/53,0.028773732993623582,1.0,0,0,34.30531732418525,121.72529526045805,SYT5,down,GO BP
34,regulation of epidermal growth factor receptor signaling pathway (GO:0042058),1/58,0.031449009079719786,1.0,0,0,31.34796238244514,108.44475875019188,EPN1,down,GO BP
35,nucleosome assembly (GO:0006334),1/60,0.032517242545820016,1.0,0,0,30.3030303030303,103.81772092307816,HIST2H2BE,down,GO BP
36,positive regulation of T cell proliferation (GO:0042102),1/61,0.03305095755598113,1.0,0,0,29.806259314456035,101.63054367077929,IGFBP2,down,GO BP
37,"vesicle targeting, rough ER to cis-Golgi (GO:0048207)",1/63,0.034117584722214066,1.0,0,0,28.860028860028855,97.4875136105938,CNIH2,down,GO BP
38,vesicle coating (GO:0006901),1/63,0.034117584722214066,1.0,0,0,28.860028860028855,97.4875136105938,CNIH2,down,GO BP
39,COPII vesicle coating (GO:0048208),1/63,0.034117584722214066,1.0,0,0,28.860028860028855,97.4875136105938,CNIH2,down,GO BP
40,defense response to Gram-positive bacterium (GO:0050830),1/65,0.035183142220876845,1.0,0,0,27.97202797202797,93.62764266499985,HIST2H2BE,down,GO BP
41,chromatin assembly (GO:0031497),1/65,0.035183142220876845,1.0,0,0,27.97202797202797,93.62764266499985,HIST2H2BE,down,GO BP
42,regulation of cyclin-dependent protein serine/threonine kinase activity (GO:0000079),1/67,0.03624763101785663,1.0,0,0,27.137042062415194,90.02391454677013,CDK5R2,down,GO BP
43,COPII-coated vesicle budding (GO:0090114),1/68,0.0367794749552908,1.0,0,0,26.7379679144385,88.31057045950347,CNIH2,down,GO BP
44,negative regulation of angiogenesis (GO:0016525),1/69,0.03731105207809084,1.0,0,0,26.350461133069828,86.65258745347978,EPN1,down,GO BP
45,regulation of cation channel activity (GO:2001257),1/71,0.03837340635379309,1.0,0,0,25.60819462227913,83.49271708519889,CNIH2,down,GO BP
46,organelle membrane fusion (GO:0090174),1/71,0.03837340635379309,1.0,0,0,25.60819462227913,83.49271708519889,SYT5,down,GO BP
47,transcription-coupled nucleotide-excision repair (GO:0006283),1/73,0.03943469482153839,1.0,0,0,24.906600249066,80.52576017269782,PRPF19,down,GO BP
48,nucleosome organization (GO:0034728),1/79,0.04261217490903927,1.0,0,0,23.014959723820482,72.62635835562412,HIST2H2BE,down,GO BP
49,regulation of protein serine/threonine kinase activity (GO:0071900),1/80,0.04314082499469826,1.0,0,0,22.72727272727273,71.43830714872377,CDK5R2,down,GO BP
50,protein catabolic process (GO:0030163),1/81,0.043669209702019214,1.0,0,0,22.446689113355774,70.28309783824933,PRPF19,down,GO BP
51,protein-DNA complex assembly (GO:0065004),1/91,0.048938487444328285,1.0,0,0,19.980019980019986,60.28353901643958,HIST2H2BE,down,GO BP
52,proteolysis involved in cellular protein catabolic process (GO:0051603),1/93,0.049989170431872655,1.0,0,0,19.550342130987293,58.57182577469862,PRPF19,down,GO BP
53,vesicle fusion (GO:0006906),1/94,0.05051411613720297,1.0,0,0,19.342359767891683,57.7466625588391,SYT5,down,GO BP
54,nucleotide-excision repair (GO:0006289),1/108,0.057835721217223385,1.0,0,0,16.835016835016837,47.98230101106203,PRPF19,down,GO BP
55,vesicle organization (GO:0016050),1/127,0.0676900970783306,1.0,0,0,14.316392269148176,38.551401378698,SYT5,down,GO BP
56,double-strand break repair (GO:0006302),1/141,0.0748911573283546,1.0,0,0,12.894906511927788,33.41998007904706,PRPF19,down,GO BP
57,negative regulation of canonical Wnt signaling pathway (GO:0090090),1/148,0.07847269291023612,1.0,0,0,12.285012285012286,31.26541247822547,IGFBP2,down,GO BP
58,ribonucleoprotein complex assembly (GO:0022618),1/156,0.08255043847948365,1.0,0,0,11.655011655011654,29.071629335040523,PRPF19,down,GO BP
59,negative regulation of Wnt signaling pathway (GO:0030178),1/174,0.0916654573897091,1.0,0,0,10.449320794148381,24.96979793294625,IGFBP2,down,GO BP
60,ER to Golgi vesicle-mediated transport (GO:0006888),1/180,0.09468545262186537,1.0,0,0,10.1010101010101,23.81004955542997,CNIH2,down,GO BP
61,protein complex assembly (GO:0006461),1/189,0.0991983332467464,1.0,0,0,9.620009620009617,22.228321950751177,CNIH2,down,GO BP
62,regulation of canonical Wnt signaling pathway (GO:0060828),1/213,0.11113288082569198,1.0,0,0,8.536064874093043,18.753979249648008,IGFBP2,down,GO BP
63,regulation of signal transduction (GO:0009966),1/233,0.12096833412743813,1.0,0,0,7.803355442840421,16.482453913861264,IGFBP2,down,GO BP
64,"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile (GO:0000377)",1/236,0.1224350881991886,1.0,0,0,7.704160246533128,16.18007921179808,PRPF19,down,GO BP
65,proteasomal protein catabolic process (GO:0010498),1/237,0.12292351156490608,1.0,0,0,7.671653241273494,16.08126562515525,PRPF19,down,GO BP
66,anterograde trans-synaptic signaling (GO:0098916),1/240,0.12438729930510922,1.0,0,0,7.575757575757575,15.790569693236845,SYT5,down,GO BP
67,defense response to bacterium (GO:0042742),1/241,0.1248747347838204,1.0,0,0,7.544322897019992,15.695542556536891,HIST2H2BE,down,GO BP
68,"mRNA splicing, via spliceosome (GO:0000398)",1/261,0.1345717890784102,1.0,0,0,6.966213862765587,13.971838903086455,PRPF19,down,GO BP
69,Golgi vesicle transport (GO:0048193),1/271,0.13938359277392362,1.0,0,0,6.709158000670914,13.22056683313375,CNIH2,down,GO BP
70,mRNA processing (GO:0006397),1/283,0.14512564631064567,1.0,0,0,6.424670735624798,12.400612820420196,PRPF19,down,GO BP
71,protein polyubiquitination (GO:0000209),1/283,0.14512564631064567,1.0,0,0,6.424670735624798,12.400612820420196,PRPF19,down,GO BP
72,chemical synaptic transmission (GO:0007268),1/289,0.1479835926195893,1.0,0,0,6.291286568103177,12.020471041471984,SYT5,down,GO BP
73,cellular protein localization (GO:0034613),1/327,0.16588313247512798,1.0,0,0,5.5601890464275785,9.988722601051368,PRPF19,down,GO BP
74,vesicle-mediated transport (GO:0016192),1/410,0.20379652334942885,1.0,0,0,4.434589800443459,7.05380584243201,SYT5,down,GO BP
75,cellular protein metabolic process (GO:0044267),1/484,0.2362704804875858,1.0,0,0,3.7565740045078884,5.4199024285165045,IGFBP2,down,GO BP
76,protein ubiquitination (GO:0016567),1/506,0.24568997785912786,1.0,0,0,3.5932446999640666,5.043782933672597,PRPF19,down,GO BP
0,cullin-RING ubiquitin ligase complex (GO:0031461),3/181,0.009899359026938006,1.0,0,0,6.765136994024129,31.22303710919852,KBTBD6;KLHL41;CKS1B,up,GO CC
1,Cul3-RING ubiquitin ligase complex (GO:0031463),2/70,0.012771842039635313,1.0,0,0,11.661807580174925,50.851456232232465,KBTBD6;KLHL41,up,GO CC
2,THO complex part of transcription export complex (GO:0000445),1/6,0.014611943812165882,1.0,0,0,68.02721088435375,287.4772799576697,THOC3,up,GO CC
3,ATP-binding cassette (ABC) transporter complex (GO:0043190),1/8,0.019435974184612268,1.0,0,0,51.020408163265316,201.05253013595427,ABCA7,up,GO CC
